message,count,symbols,fixed attribute values
"(40, 42, 40, 0)",2,"{(40, 42)}","{(13, '?', 8)}"
"(41, 5, 2, 0)",2,"{(41, 2, 5)}","{(1, 12, '?')}"
"(41, 5, 5, 0)",4,"{(41, 5)}","{('?', '?', '?')}"
"(41, 8, 2, 0)",7,"{(8, 41, 2)}","{('?', '?', '?')}"
"(41, 8, 5, 0)",2,"{(8, 41, 5)}","{('?', '?', '?')}"
"(41, 8, 28, 0)",1,"{(8, 41, 28)}","{('?', 12, 0)}"
"(41, 12, 5, 0)",3,"{(41, 12, 5)}","{('?', '?', '?')}"
"(41, 19, 2, 0)",1,"{(41, 2, 19)}","{(12, 12, 8)}"
"(41, 19, 19, 0)",2,"{(41, 19)}","{('?', 12, '?')}"
"(41, 19, 48, 0)",1,"{(48, 41, 19)}","{(12, 12, 8)}"
"(41, 22, 40, 0)",11,"{(40, 41, 22)}","{('?', '?', '?')}"
"(41, 22, 41, 0)",1,"{(41, 22)}","{(9, 0, 0)}"
"(41, 28, 2, 0)",5,"{(41, 2, 28)}","{('?', '?', '?')}"
"(41, 28, 5, 0)",8,"{(41, 28, 5)}","{('?', '?', '?')}"
"(41, 28, 8, 0)",7,"{(8, 41, 28)}","{('?', '?', '?')}"
"(41, 28, 19, 0)",10,"{(41, 19, 28)}","{('?', '?', '?')}"
"(41, 28, 22, 0)",1,"{(41, 28, 22)}","{(14, 11, 8)}"
"(41, 28, 28, 0)",1,"{(41, 28)}","{(0, 12, 0)}"
"(41, 28, 40, 0)",6,"{(40, 41, 28)}","{('?', '?', '?')}"
"(41, 35, 8, 0)",4,"{(8, 41, 35)}","{('?', '?', '?')}"
"(41, 35, 22, 0)",3,"{(41, 35, 22)}","{(14, '?', '?')}"
"(41, 35, 24, 0)",1,"{(24, 41, 35)}","{('?', 0, 0)}"
"(41, 35, 35, 0)",4,"{(41, 35)}","{(14, '?', '?')}"
"(41, 40, 5, 0)",4,"{(40, 41, 5)}","{(13, '?', '?')}"
"(41, 40, 10, 0)",1,"{(40, 41, 10)}","{(13, 11, 8)}"
"(41, 40, 19, 0)",9,"{(40, 41, 19)}","{('?', '?', '?')}"
"(41, 40, 40, 0)",11,"{(40, 41)}","{('?', '?', '?')}"
"(41, 41, 5, 0)",3,"{(41, 5)}","{('?', '?', '?')}"
"(41, 41, 40, 0)",1,"{(40, 41)}","{(13, 11, 8)}"
"(41, 42, 2, 0)",1,"{(41, 42, 2)}","{(1, 12, 8)}"
"(41, 42, 5, 0)",2,"{(41, 42, 5)}","{('?', 1, '?')}"
"(42, 5, 2, 0)",1,"{(42, 2, 5)}","{(1, 5, 0)}"
"(42, 5, 5, 0)",4,"{(42, 5)}","{('?', '?', '?')}"
"(42, 22, 40, 0)",4,"{(40, 42, 22)}","{('?', '?', '?')}"
"(42, 35, 35, 0)",1,"{(42, 35)}","{('?', 0, 0)}"
"(42, 40, 40, 0)",9,"{(40, 42)}","{('?', '?', '?')}"
"(42, 40, 42, 0)",2,"{(40, 42)}","{('?', '?', '?')}"
"(42, 41, 24, 0)",1,"{(24, 41, 42)}","{('?', 0, 0)}"
"(42, 42, 2, 0)",3,"{(42, 2)}","{('?', 5, '?')}"
"(42, 42, 5, 0)",5,"{(42, 5)}","{('?', '?', '?')}"
"(42, 42, 22, 0)",4,"{(42, 22)}","{('?', '?', '?')}"
"(42, 42, 35, 0)",1,"{(42, 35)}","{('?', 0, 0)}"
"(42, 42, 40, 0)",6,"{(40, 42)}","{('?', '?', '?')}"
"(42, 42, 41, 0)",4,"{(41, 42)}","{('?', '?', '?')}"
"(42, 42, 42, 0)",1,"{(42,)}","{('?', 15, 5)}"
"(43, 5, 5, 0)",2,"{(43, 5)}","{('?', '?', '?')}"
"(43, 12, 5, 0)",5,"{(43, 12, 5)}","{('?', '?', '?')}"
"(43, 12, 9, 0)",12,"{(9, 43, 12)}","{('?', '?', '?')}"
"(43, 12, 27, 0)",1,"{(27, 43, 12)}","{(12, 6, 8)}"
"(43, 12, 32, 0)",1,"{(32, 43, 12)}","{(11, 13, 8)}"
"(43, 14, 14, 0)",1,"{(43, 14)}","{(14, 10, 2)}"
"(43, 22, 41, 0)",4,"{(41, 43, 22)}","{(14, '?', '?')}"
"(43, 28, 22, 0)",1,"{(43, 28, 22)}","{(14, 11, 8)}"
"(43, 29, 5, 0)",3,"{(5, 43, 29)}","{('?', '?', '?')}"
"(43, 32, 5, 0)",1,"{(32, 43, 5)}","{(14, 10, 0)}"
"(43, 32, 14, 0)",1,"{(32, 43, 14)}","{(14, 10, 8)}"
"(43, 32, 43, 0)",5,"{(32, 43)}","{(14, '?', '?')}"
"(43, 35, 22, 0)",5,"{(35, 43, 22)}","{(14, '?', '?')}"
"(43, 35, 35, 0)",3,"{(35, 43)}","{(14, '?', '?')}"
"(43, 43, 29, 0)",2,"{(43, 29)}","{(14, 7, '?')}"
"(43, 43, 43, 0)",2,"{(43,)}","{(14, '?', 2)}"
"(43, 47, 47, 0)",1,"{(43, 47)}","{(14, 9, 8)}"
"(44, 3, 23, 0)",1,"{(3, 44, 23)}","{(7, 14, 9)}"
"(44, 5, 5, 0)",4,"{(44, 5)}","{('?', '?', '?')}"
"(44, 5, 22, 0)",10,"{(44, 5, 22)}","{('?', '?', '?')}"
"(44, 5, 23, 0)",1,"{(44, 5, 23)}","{('?', 2, 4)}"
"(44, 5, 36, 0)",17,"{(44, 5, 36)}","{('?', '?', '?')}"
"(44, 5, 38, 0)",8,"{(44, 5, 38)}","{('?', '?', '?')}"
"(44, 5, 44, 0)",11,"{(44, 5)}","{('?', '?', '?')}"
"(44, 5, 45, 0)",1,"{(45, 44, 5)}","{(1, 0, 3)}"
"(44, 19, 19, 0)",1,"{(19, 44)}","{(12, 15, 3)}"
"(44, 19, 23, 0)",20,"{(19, 44, 23)}","{('?', '?', '?')}"
"(44, 19, 36, 0)",2,"{(19, 44, 36)}","{('?', 15, '?')}"
"(44, 19, 44, 0)",2,"{(19, 44)}","{('?', 12, '?')}"
"(44, 23, 23, 0)",12,"{(44, 23)}","{('?', '?', '?')}"
"(44, 36, 36, 0)",12,"{(44, 36)}","{('?', '?', '?')}"
"(44, 38, 44, 0)",1,"{(44, 38)}","{('?', 14, 9)}"
"(44, 44, 23, 0)",8,"{(44, 23)}","{('?', '?', '?')}"
"(44, 44, 44, 0)",12,"{(44,)}","{('?', '?', '?')}"
"(44, 44, 45, 0)",4,"{(44, 45)}","{('?', '?', '?')}"
"(44, 45, 23, 0)",1,"{(44, 45, 23)}","{(7, 12, 3)}"
"(44, 45, 45, 0)",1,"{(44, 45)}","{(0, 12, 14)}"
"(44, 49, 23, 0)",18,"{(49, 44, 23)}","{('?', '?', '?')}"
"(45, 5, 19, 0)",3,"{(5, 19, 45)}","{('?', '?', '?')}"
"(45, 5, 22, 0)",2,"{(5, 45, 22)}","{(7, '?', 3)}"
"(45, 5, 40, 0)",1,"{(40, 5, 45)}","{(11, 2, 3)}"
"(45, 5, 45, 0)",4,"{(5, 45)}","{(0, 0, '?')}"
"(45, 19, 5, 0)",11,"{(5, 19, 45)}","{('?', '?', '?')}"
"(45, 19, 19, 0)",18,"{(19, 45)}","{('?', '?', '?')}"
"(45, 19, 22, 0)",1,"{(19, 45, 22)}","{(11, 0, 3)}"
"(45, 19, 23, 0)",14,"{(19, 45, 23)}","{('?', '?', '?')}"
"(45, 19, 36, 0)",23,"{(19, 36, 45)}","{('?', '?', '?')}"
"(45, 19, 42, 0)",1,"{(42, 19, 45)}","{(10, 15, 3)}"
"(45, 19, 44, 0)",13,"{(19, 44, 45)}","{('?', '?', '?')}"
"(45, 19, 47, 0)",5,"{(19, 45, 47)}","{('?', '?', '?')}"
"(45, 22, 2, 0)",1,"{(2, 45, 22)}","{(7, 2, 14)}"
"(45, 22, 5, 0)",18,"{(5, 45, 22)}","{('?', '?', '?')}"
"(45, 22, 19, 0)",19,"{(19, 45, 22)}","{('?', '?', '?')}"
"(45, 22, 22, 0)",3,"{(45, 22)}","{('?', '?', '?')}"
"(45, 22, 36, 0)",13,"{(36, 45, 22)}","{('?', '?', '?')}"
"(45, 22, 44, 0)",10,"{(44, 45, 22)}","{('?', '?', '?')}"
"(45, 23, 2, 0)",1,"{(2, 45, 23)}","{(1, 2, 4)}"
"(45, 23, 19, 0)",16,"{(19, 45, 23)}","{('?', '?', '?')}"
"(45, 23, 23, 0)",12,"{(45, 23)}","{('?', '?', '?')}"
"(45, 23, 36, 0)",1,"{(36, 45, 23)}","{(1, 14, 9)}"
"(45, 23, 44, 0)",1,"{(44, 45, 23)}","{(7, 0, 4)}"
"(45, 36, 19, 0)",8,"{(19, 36, 45)}","{('?', '?', '?')}"
"(45, 36, 36, 0)",3,"{(36, 45)}","{(1, 2, '?')}"
"(45, 36, 40, 0)",1,"{(40, 36, 45)}","{(12, 2, 13)}"
"(45, 40, 22, 0)",1,"{(40, 45, 22)}","{(13, 2, 13)}"
"(45, 41, 19, 0)",1,"{(41, 19, 45)}","{(10, 2, 1)}"
"(45, 44, 23, 0)",1,"{(44, 45, 23)}","{(7, 12, 1)}"
"(45, 45, 44, 0)",8,"{(44, 45)}","{('?', '?', '?')}"
"(45, 45, 45, 0)",20,"{(45,)}","{('?', '?', '?')}"
"(46, 5, 5, 0)",4,"{(5, 46)}","{(15, '?', '?')}"
"(46, 5, 22, 0)",5,"{(5, 46, 22)}","{(15, '?', '?')}"
"(46, 5, 45, 0)",1,"{(45, 5, 46)}","{(15, 15, 14)}"
"(46, 16, 5, 0)",5,"{(16, 5, 46)}","{('?', '?', '?')}"
"(46, 16, 16, 0)",1,"{(16, 46)}","{(6, 4, '?')}"
"(46, 22, 22, 0)",2,"{(46, 22)}","{(15, '?', '?')}"
"(46, 45, 5, 0)",1,"{(5, 45, 46)}","{(15, 15, 14)}"
"(46, 45, 19, 0)",1,"{(19, 45, 46)}","{(15, 15, 14)}"
"(46, 45, 22, 0)",6,"{(45, 46, 22)}","{('?', '?', '?')}"
"(46, 45, 45, 0)",1,"{(45, 46)}","{(15, 0, 14)}"
"(46, 46, 5, 0)",3,"{(5, 46)}","{(15, '?', '?')}"
"(46, 46, 22, 0)",2,"{(46, 22)}","{(15, '?', '?')}"
"(47, 2, 2, 0)",2,"{(2, 47)}","{('?', 12, 2)}"
"(47, 2, 5, 0)",1,"{(2, 5, 47)}","{(14, 12, 2)}"
"(47, 2, 19, 0)",1,"{(2, 19, 47)}","{(10, 12, 2)}"
"(47, 5, 5, 0)",1,"{(5, 47)}","{('?', '?', 2)}"
"(47, 6, 22, 0)",1,"{(22, 6, 47)}","{(9, 15, 2)}"
"(47, 10, 10, 0)",3,"{(10, 47)}","{(13, '?', 2)}"
"(47, 10, 12, 0)",1,"{(10, 12, 47)}","{(13, 6, 2)}"
"(47, 10, 19, 0)",1,"{(10, 19, 47)}","{(13, '?', 2)}"
"(47, 10, 32, 0)",3,"{(32, 10, 47)}","{(13, '?', 2)}"
"(47, 12, 5, 0)",5,"{(12, 5, 47)}","{('?', '?', '?')}"
"(47, 12, 6, 0)",1,"{(12, 6, 47)}","{(1, 9, 2)}"
"(47, 12, 9, 0)",4,"{(9, 12, 47)}","{('?', '?', 2)}"
"(47, 12, 10, 0)",2,"{(10, 12, 47)}","{(13, '?', 2)}"
"(47, 12, 12, 0)",10,"{(12, 47)}","{('?', '?', '?')}"
"(47, 12, 14, 0)",7,"{(12, 14, 47)}","{('?', '?', 2)}"
"(47, 12, 19, 0)",1,"{(19, 12, 47)}","{(13, '?', 2)}"
"(47, 12, 32, 0)",1,"{(32, 12, 47)}","{(11, 8, 2)}"
"(47, 12, 40, 0)",3,"{(40, 12, 47)}","{('?', '?', '?')}"
"(47, 12, 47, 0)",17,"{(12, 47)}","{('?', '?', '?')}"
"(47, 14, 5, 0)",2,"{(5, 14, 47)}","{('?', '?', 2)}"
"(47, 14, 10, 0)",1,"{(10, 14, 47)}","{('?', 13, 2)}"
"(47, 14, 14, 0)",1,"{(14, 47)}","{(14, 13, 2)}"
"(47, 14, 16, 0)",2,"{(16, 14, 47)}","{('?', '?', 2)}"
"(47, 16, 5, 0)",6,"{(16, 5, 47)}","{('?', '?', '?')}"
"(47, 16, 16, 0)",1,"{(16, 47)}","{(15, 12, 2)}"
"(47, 19, 2, 0)",2,"{(2, 19, 47)}","{(13, 4, '?')}"
"(47, 19, 19, 0)",2,"{(19, 47)}","{(13, '?', '?')}"
"(47, 22, 22, 0)",2,"{(22, 47)}","{('?', 0, 2)}"
"(47, 22, 40, 0)",4,"{(40, 22, 47)}","{('?', '?', 2)}"
"(47, 22, 41, 0)",5,"{(41, 22, 47)}","{('?', '?', 2)}"
"(47, 28, 19, 0)",4,"{(19, 28, 47)}","{('?', '?', 2)}"
"(47, 28, 22, 0)",1,"{(28, 22, 47)}","{(14, 11, 2)}"
"(47, 28, 40, 0)",2,"{(40, 28, 47)}","{('?', 11, 2)}"
"(47, 29, 5, 0)",2,"{(5, 29, 47)}","{('?', '?', 2)}"
"(47, 35, 22, 0)",2,"{(35, 22, 47)}","{(14, '?', 2)}"
"(47, 40, 5, 0)",3,"{(40, 5, 47)}","{('?', '?', 2)}"
"(47, 40, 10, 0)",1,"{(40, 10, 47)}","{(13, '?', 2)}"
"(47, 40, 19, 0)",1,"{(40, 19, 47)}","{(13, 5, 2)}"
"(47, 40, 22, 0)",2,"{(40, 22, 47)}","{('?', '?', 2)}"
"(47, 40, 40, 0)",10,"{(40, 47)}","{(13, '?', '?')}"
"(47, 40, 42, 0)",7,"{(40, 42, 47)}","{('?', '?', 2)}"
"(47, 40, 47, 0)",1,"{(40, 47)}","{(13, 9, 2)}"
"(47, 41, 5, 0)",3,"{(41, 5, 47)}","{('?', '?', 2)}"
"(47, 41, 22, 0)",2,"{(41, 22, 47)}","{(14, '?', 2)}"
"(47, 42, 2, 0)",1,"{(42, 2, 47)}","{(1, 5, 2)}"
"(47, 42, 5, 0)",7,"{(42, 5, 47)}","{('?', '?', 2)}"
"(47, 42, 22, 0)",6,"{(42, 22, 47)}","{('?', '?', 2)}"
"(47, 42, 40, 0)",3,"{(40, 42, 47)}","{('?', '?', 2)}"
"(47, 42, 42, 0)",1,"{(42, 47)}","{('?', 0, 2)}"
"(47, 43, 5, 0)",2,"{(43, 5, 47)}","{('?', '?', 2)}"
"(47, 43, 14, 0)",1,"{(43, 14, 47)}","{(14, 13, 2)}"
"(47, 43, 22, 0)",1,"{(43, 22, 47)}","{(14, 14, 2)}"
"(47, 43, 29, 0)",1,"{(43, 29, 47)}","{(14, 6, 2)}"
"(47, 43, 43, 0)",1,"{(43, 47)}","{(14, 7, 2)}"
"(47, 47, 5, 0)",8,"{(5, 47)}","{('?', '?', '?')}"
"(47, 47, 14, 0)",1,"{(14, 47)}","{(14, 13, 2)}"
"(47, 47, 16, 0)",2,"{(16, 47)}","{('?', '?', 2)}"
"(47, 47, 22, 0)",7,"{(22, 47)}","{('?', '?', 2)}"
"(47, 47, 35, 0)",3,"{(35, 47)}","{(14, '?', 2)}"
"(47, 47, 47, 0)",6,"{(47,)}","{(14, '?', '?')}"
"(48, 2, 2, 0)",1,"{(48, 2)}","{('?', 9, '?')}"
"(48, 2, 19, 0)",5,"{(48, 2, 19)}","{('?', '?', '?')}"
"(48, 5, 19, 0)",2,"{(48, 19, 5)}","{('?', '?', '?')}"
"(48, 10, 5, 0)",5,"{(48, 10, 5)}","{('?', '?', '?')}"
"(48, 10, 7, 0)",1,"{(48, 10, 7)}","{(13, 10, 14)}"
"(48, 10, 32, 0)",1,"{(48, 10, 32)}","{(12, 13, '?')}"
"(48, 10, 36, 0)",2,"{(48, 10, 36)}","{(13, '?', '?')}"
"(48, 10, 48, 0)",6,"{(48, 10)}","{('?', '?', '?')}"
"(48, 12, 9, 0)",1,"{(48, 9, 12)}","{(12, 6, '?')}"
"(48, 13, 19, 0)",1,"{(48, 19, 13)}","{(10, 6, '?')}"
"(48, 16, 2, 0)",1,"{(48, 16, 2)}","{('?', 9, '?')}"
"(48, 19, 2, 0)",3,"{(48, 2, 19)}","{(13, '?', '?')}"
"(48, 19, 5, 0)",1,"{(48, 19, 5)}","{(13, '?', '?')}"
"(48, 19, 16, 0)",2,"{(48, 16, 19)}","{(13, '?', '?')}"
"(48, 19, 19, 0)",1,"{(48, 19)}","{(13, 4, '?')}"
"(48, 19, 30, 0)",1,"{(48, 19, 30)}","{(13, 9, 14)}"
"(48, 23, 10, 0)",4,"{(48, 10, 23)}","{('?', '?', '?')}"
"(48, 23, 19, 0)",5,"{(48, 19, 23)}","{(13, '?', '?')}"
"(48, 23, 23, 0)",16,"{(48, 23)}","{('?', '?', '?')}"
"(48, 27, 19, 0)",3,"{(48, 19, 27)}","{('?', 7, '?')}"
"(48, 32, 10, 0)",1,"{(48, 32, 10)}","{(11, 8, '?')}"
"(48, 48, 2, 0)",2,"{(48, 2)}","{('?', '?', '?')}"
"(48, 48, 5, 0)",6,"{(48, 5)}","{('?', '?', '?')}"
"(48, 48, 10, 0)",7,"{(48, 10)}","{('?', '?', '?')}"
"(48, 48, 19, 0)",1,"{(48, 19)}","{(10, 6, '?')}"
"(48, 48, 48, 0)",8,"{(48,)}","{('?', '?', '?')}"
"(49, 5, 40, 0)",1,"{(40, 49, 5)}","{(0, 12, '?')}"
"(49, 5, 44, 0)",3,"{(49, 44, 5)}","{('?', '?', '?')}"
"(49, 23, 19, 0)",9,"{(49, 19, 23)}","{('?', 12, '?')}"
"(49, 23, 23, 0)",5,"{(49, 23)}","{('?', 12, '?')}"
"(49, 23, 44, 0)",3,"{(49, 44, 23)}","{('?', 12, '?')}"
"(49, 23, 45, 0)",6,"{(49, 45, 23)}","{('?', 12, '?')}"
"(49, 44, 44, 0)",2,"{(49, 44)}","{('?', 12, '?')}"
"(49, 45, 45, 0)",3,"{(49, 45)}","{('?', 12, '?')}"
"(50, 4, 4, 0)",15,"{(50, 4)}","{('?', '?', '?')}"
"(50, 4, 16, 0)",2,"{(16, 50, 4)}","{(15, '?', 14)}"
"(50, 4, 44, 0)",7,"{(50, 4, 44)}","{('?', '?', '?')}"
"(50, 5, 5, 0)",10,"{(50, 5)}","{(15, '?', '?')}"
"(50, 5, 23, 0)",2,"{(50, 5, 23)}","{(15, '?', 11)}"
"(50, 5, 44, 0)",7,"{(50, 44, 5)}","{(15, '?', '?')}"
"(50, 11, 50, 0)",1,"{(50, 11)}","{(4, 9, 3)}"
"(50, 16, 5, 0)",1,"{(16, 50, 5)}","{(15, 4, '?')}"
"(50, 23, 44, 0)",3,"{(50, 44, 23)}","{(15, 12, '?')}"
"(50, 36, 5, 0)",1,"{(50, 36, 5)}","{(15, 3, 14)}"
"(50, 44, 44, 0)",9,"{(50, 44)}","{(15, '?', '?')}"
"(50, 44, 45, 0)",5,"{(50, 44, 45)}","{('?', '?', '?')}"
"(50, 44, 50, 0)",3,"{(50, 44)}","{(6, 12, '?')}"
"(50, 50, 4, 0)",1,"{(50, 4)}","{(4, 9, 7)}"
"(50, 50, 50, 0)",2,"{(50,)}","{(4, '?', 3)}"
"(51, 1, 16, 0)",2,"{(16, 1, 51)}","{(6, '?', 6)}"
"(51, 1, 51, 0)",4,"{(1, 51)}","{(6, '?', '?')}"
"(51, 8, 5, 0)",8,"{(8, 51, 5)}","{('?', '?', '?')}"
"(51, 8, 22, 0)",2,"{(8, 51, 22)}","{(15, 11, '?')}"
"(51, 14, 14, 0)",2,"{(51, 14)}","{(15, '?', 2)}"
"(51, 14, 16, 0)",2,"{(16, 51, 14)}","{(15, '?', 2)}"
"(51, 14, 21, 0)",2,"{(51, 21, 14)}","{(15, '?', 2)}"
"(51, 16, 16, 0)",4,"{(16, 51)}","{('?', '?', '?')}"
"(51, 22, 41, 0)",3,"{(41, 51, 22)}","{(15, '?', '?')}"
"(51, 28, 8, 0)",3,"{(8, 51, 28)}","{('?', 12, '?')}"
"(51, 28, 16, 0)",1,"{(16, 51, 28)}","{(15, 12, 0)}"
"(51, 29, 5, 0)",1,"{(5, 51, 29)}","{(15, '?', 8)}"
"(51, 29, 21, 0)",1,"{(21, 51, 29)}","{(15, 6, 8)}"
"(51, 29, 29, 0)",5,"{(51, 29)}","{('?', '?', '?')}"
"(51, 29, 31, 0)",6,"{(51, 29, 31)}","{('?', '?', '?')}"
"(51, 31, 5, 0)",2,"{(51, 5, 31)}","{(15, '?', '?')}"
"(51, 32, 14, 0)",12,"{(32, 51, 14)}","{('?', '?', '?')}"
"(51, 32, 32, 0)",1,"{(32, 51)}","{(15, 8, 8)}"
"(51, 32, 39, 0)",2,"{(32, 51, 39)}","{(15, '?', 8)}"
"(51, 35, 5, 0)",1,"{(35, 51, 5)}","{(15, 5, 0)}"
"(51, 35, 8, 0)",1,"{(8, 35, 51)}","{(15, 12, 8)}"
"(51, 35, 35, 0)",1,"{(35, 51)}","{(15, 0, 0)}"
"(51, 39, 32, 0)",6,"{(32, 51, 39)}","{('?', '?', '?')}"
"(51, 41, 5, 0)",3,"{(41, 51, 5)}","{('?', '?', 2)}"
"(51, 41, 8, 0)",1,"{(8, 41, 51)}","{(6, 5, 2)}"
"(51, 41, 22, 0)",1,"{(41, 51, 22)}","{(6, 14, 2)}"
"(51, 42, 22, 0)",2,"{(42, 51, 22)}","{(15, 11, '?')}"
"(51, 43, 29, 0)",1,"{(43, 51, 29)}","{(6, 7, 2)}"
"(51, 47, 1, 0)",1,"{(1, 51, 47)}","{(6, 4, 8)}"
"(51, 47, 5, 0)",4,"{(51, 5, 47)}","{('?', '?', '?')}"
"(51, 47, 12, 0)",2,"{(51, 12, 47)}","{(6, 4, '?')}"
"(51, 47, 16, 0)",2,"{(16, 51, 47)}","{('?', 12, 2)}"
"(51, 47, 22, 0)",4,"{(51, 22, 47)}","{('?', '?', 2)}"
"(51, 47, 29, 0)",2,"{(51, 29, 47)}","{('?', '?', '?')}"
"(51, 47, 32, 0)",3,"{(32, 51, 47)}","{(15, '?', '?')}"
"(51, 47, 35, 0)",3,"{(35, 51, 47)}","{('?', '?', 2)}"
"(51, 47, 47, 0)",4,"{(51, 47)}","{('?', '?', '?')}"
"(51, 51, 1, 0)",1,"{(1, 51)}","{(6, 4, 8)}"
"(51, 51, 5, 0)",2,"{(51, 5)}","{('?', '?', 2)}"
"(51, 51, 12, 0)",2,"{(51, 12)}","{(6, '?', 0)}"
"(51, 51, 14, 0)",2,"{(51, 14)}","{('?', '?', '?')}"
"(51, 51, 22, 0)",1,"{(51, 22)}","{(15, 2, 2)}"
"(51, 51, 29, 0)",5,"{(51, 29)}","{('?', '?', '?')}"
"(51, 51, 32, 0)",3,"{(32, 51)}","{(15, '?', '?')}"
"(51, 51, 47, 0)",3,"{(51, 47)}","{(6, '?', '?')}"
"(51, 51, 51, 0)",2,"{(51,)}","{(6, '?', 0)}"
